idmensaje,idusuarioremitente,idusuarioreceptor,fechamensaje,contenidomensaje
18639,932,730,2022-01-03,¡Esa fue una gran partida!
18640,932,888,2022-01-25,¿Te gustaría jugar en grupo?
18641,933,505,2022-01-16,¿Has visto la última actualización?
18642,933,829,2022-01-25,Hola, ¿cómo estás?
18643,933,536,2022-01-16,¡No puedo creer que ganamos esa partida!
18644,933,537,2022-01-26,Si eres una mujer negra fuerte y hermosa alguien pondrá esto en tus comentarios
18645,933,423,2022-01-21,¿Qué piensas de los gráficos del juego?
18646,933,250,2022-01-12,¿Cuál es tu estrategia favorita?
18647,933,129,2022-01-14,¿Quieres jugar una partida?
18648,933,713,2022-01-23,¿Te gustaría unirte a nuestro grupo de
18649,933,208,2022-01-17,¡Esa fue una gran partida!
18650,933,555,2022-01-27,¿Cómo te va en el juego?
18651,933,863,2022-01-10,¿Qué piensas de los gráficos del juego?
18652,933,7,2022-01-18,¿Qué piensas de las últimas actualizaciones?
18653,933,170,2022-01-14,¿Qué piensas de las últimas actualizaciones?
18654,933,960,2022-01-28,¡No puedo creer que ganamos esa partida!
18655,933,251,2022-01-13,Vete a recoger patatas
18656,933,576,2022-01-19,¿Qué piensas de las últimas actualizaciones?
18657,933,553,2022-01-13,¿Cuál es tu personaje favorito?
18658,933,59,2022-01-03,Gracias por el carreo
18659,933,334,2022-01-02,Algun dia me tienes que enseñar a jugar al Stardew Valley
18660,933,221,2022-01-10,¿Has visto la última actualización?
18661,934,49,2022-01-25,No jugueis con el le faltan manos
18662,934,790,2022-01-04,¡Eso estuvo muy cerca!
18663,934,855,2022-01-01,¿Te gustaría unirte a nuestro grupo de
18664,934,308,2022-01-27,No jugueis con el le faltan manos
18665,934,396,2022-01-18,¿Quieres jugar una partida?
18666,934,203,2022-01-25,¡Eso fue épico!
18667,934,102,2022-01-02,¡Eso fue épico!
18668,934,169,2022-01-22,¿Te gustaría una revancha?
18669,934,623,2022-01-23,Hola te acuerdas de mi? besis <oo>
18670,934,185,2022-01-12,¿Qué te parece si jugamos en equipo?
18671,934,891,2022-01-21,Que perfil mas chulo
18672,934,126,2022-01-09,Hola, ¿cómo estás?
18673,934,659,2022-01-30,¿Has probado el nuevo personaje?
18674,934,955,2022-01-19,¿Qué te parece si nos agregamos como amigos?
18675,934,534,2022-01-14,¿Qué te parece si creamos un torneo?
18676,934,444,2022-01-25,Me intercambias cromos?
18677,934,531,2022-01-22,¡Eso estuvo muy cerca!
18678,934,451,2022-01-15,No me carga tu descripcion :(
18679,934,357,2022-01-22,Agregame para jugar juntos :)
18680,934,571,2022-01-08,¿Qué te parece si creamos una estrategia?
18681,935,893,2022-01-05,¿Cómo has estado?
18682,935,406,2022-01-22,¡Eso fue épico!
18683,935,909,2022-01-14,¡Vamos a hacer un equipo imbatible!
18684,935,977,2022-01-27,Hola, ¿cómo estás?
18685,935,539,2022-01-25,¿Has probado el nuevo personaje?
18686,935,814,2022-01-12,¿Te gustaría unirte a nuestro clan?
18687,935,314,2022-01-28,¡Esa fue una gran jugada!
18688,935,285,2022-01-20,¿Quieres jugar de nuevo?
18689,935,385,2022-01-14,¿Qué te parece si jugamos en equipo?
18690,935,95,2022-01-22,Como es posible que tengas tantas horas O:
18691,935,156,2022-01-15,¿Quieres jugar una partida?
18692,935,213,2022-01-25,¿Cuál es tu estrategia favorita?
18693,935,221,2022-01-17,Algun dia me tienes que enseñar a jugar al Stardew Valley
18694,935,141,2022-01-26,¿Cuál es tu personaje favorito?
18695,935,723,2022-01-07,¿Qué te parece si creamos un torneo?
18696,935,162,2022-01-05,¡Eso fue épico!
18697,935,359,2022-01-18,¡Eso estuvo muy cerca!
18698,935,133,2022-01-28,¡Esa fue una gran partida!
18699,935,151,2022-01-11,¿Cuál es tu personaje más odiado?
18700,935,285,2022-01-26,¿Qué te parece si nos agregamos como amigos?
18701,936,25,2022-01-24,¡No puedo esperar para jugar de nuevo!
18702,936,706,2022-01-05,¿Quieres jugar de nuevo?
18703,936,154,2022-01-30,Como es posible que tengas tantas horas O:
18704,936,805,2022-01-01,¿Quieres jugar de nuevo?
18705,936,708,2022-01-21,¿Cómo has estado?
18706,936,292,2022-01-06,No jugueis con el le faltan manos
18707,936,165,2022-01-17,¿Cómo te va en el juego?
18708,936,7,2022-01-12,¿Has visto la última actualización?
18709,936,329,2022-01-15,Camper tunneler -rep
18710,936,473,2022-01-11,Vete a recoger patatas
18711,936,868,2022-01-04,Si eres una mujer negra fuerte y hermosa alguien pondrá esto en tus comentarios
18712,936,194,2022-01-27,¡Esa fue una gran jugada!
18713,936,728,2022-01-09,¿Qué piensas de la música del juego?
18714,936,106,2022-01-09,¡Esa fue una gran partida!
18715,936,409,2022-01-13,¿Qué te parece si creamos un torneo?
18716,936,645,2022-01-18,+rep divertido jugar con el :D
18717,936,54,2022-01-14,¿Cuál es tu personaje favorito?
18718,936,168,2022-01-08,¿Qué piensas de la música del juego?
18719,936,141,2022-01-02,¿Qué piensas de las últimas actualizaciones?
18720,936,81,2022-01-11,¿Cuál es tu personaje más odiado?
18721,937,410,2022-01-11,¿Cuántas horas has jugado?
18722,937,174,2022-01-29,Que perfil mas chulo
18723,937,673,2022-01-09,¿Qué piensas de las últimas actualizaciones?
18724,937,671,2022-01-22,No me carga tu descripcion :(
18725,937,239,2022-01-02,¿Has visto la última actualización?
18726,937,465,2022-01-24,GG
18727,937,954,2022-01-23,¿Te gustaría unirte a nuestro clan?
18728,937,151,2022-01-22,Me intercambias cromos?
18729,937,890,2022-01-26,¡Eso fue épico!
18730,937,906,2022-01-05,¿Te gustaría jugar en grupo?
18731,937,776,2022-01-11,¿Cómo has estado?
18732,937,777,2022-01-15,¿Te gustaría unirte a nuestro clan?
18733,937,329,2022-01-27,¿Qué te parece si creamos un torneo?
18734,937,586,2022-01-17,¿Has visto la última actualización?
18735,937,765,2022-01-30,¿Qué piensas de los gráficos del juego?
18736,937,851,2022-01-11,¿Qué piensas de la música del juego?
18737,937,509,2022-01-25,¿Qué piensas de las habilidades especiales?
18738,937,730,2022-01-21,¡Vamos a hacer un equipo imbatible!
18739,937,514,2022-01-06,¡No puedo esperar para jugar de nuevo!
18740,937,640,2022-01-13,¿Has visto la nueva arma?
18741,938,624,2022-01-17,¡Esa fue una gran jugada!
18742,938,595,2022-01-11,¿Te gustaría jugar en equipo?
18743,938,555,2022-01-03,¿Qué te parece si nos agregamos como amigos?
18744,938,326,2022-01-11,Gracias por el carreo
18745,938,729,2022-01-22,¿Te gustaría jugar en grupo?
18746,938,821,2022-01-27,¿Qué te parece si creamos un torneo?
18747,938,342,2022-01-20,¿Te gustaría jugar en grupo?
18748,938,777,2022-01-28,¡No puedo esperar para jugar de nuevo!
18749,938,78,2022-01-08,¿Qué te parece si creamos una estrategia?
18750,938,956,2022-01-14,¿Has visto la última actualización?
18751,938,606,2022-01-18,Algun dia me tienes que enseñar a jugar al Stardew Valley
18752,938,814,2022-01-17,¿Cuál es tu estrategia favorita?
18753,938,35,2022-01-06,¿Qué piensas de las últimas actualizaciones?
18754,938,576,2022-01-03,¿Qué piensas de las últimas actualizaciones?
18755,938,658,2022-01-26,¿Qué te parece si creamos una estrategia?
18756,938,745,2022-01-09,¿Qué piensas de las últimas actualizaciones?
18757,938,565,2022-01-30,¡Vamos a hacer un equipo imbatible!
18758,938,751,2022-01-25,Hola te acuerdas de mi? besis <oo>
18759,938,797,2022-01-05,¡Eso fue impresionante!
18760,938,44,2022-01-15,¿Te gustaría una revancha?
18761,939,256,2022-01-20,Que perfil mas chulo
18762,939,337,2022-01-22,Muy cringe tu foto de perfil
18763,939,42,2022-01-25,¿Qué te parece si creamos una estrategia?
18764,939,796,2022-01-30,¿Te gustaría jugar en grupo?
18765,939,332,2022-01-24,¿Cuál es tu estrategia favorita?
18766,939,778,2022-01-04,¿Te gustaría unirte a nuestro grupo de
18767,939,42,2022-01-06,¿Has probado el nuevo personaje?
18768,939,900,2022-01-28,¿Te gustaría jugar en grupo?
18769,939,399,2022-01-22,¿Qué te parece si creamos un torneo?
18770,939,139,2022-01-21,¿Has probado el nuevo personaje?
18771,939,618,2022-01-01,¿Te gustaría una revancha?
18772,939,724,2022-01-04,Como es posible que tengas tantas horas O:
18773,939,818,2022-01-30,No me puedo creer que tengas tan pocas horas
18774,939,513,2022-01-24,¿Cuál es tu personaje favorito?
18775,939,967,2022-01-27,¡Eso fue impresionante!
18776,939,325,2022-01-02,+rep divertido jugar con el :D
18777,939,680,2022-01-22,Hola te acuerdas de mi? besis <oo>
18778,939,640,2022-01-03,¡No puedo esperar para jugar de nuevo!
18779,939,486,2022-01-26,No me puedo creer que tengas tan pocas horas
18780,939,732,2022-01-08,¡No puedo esperar para jugar de nuevo!
18781,940,690,2022-01-15,¿Qué piensas de la música del juego?
18782,940,298,2022-01-25,¿Qué piensas de las últimas actualizaciones?
18783,940,967,2022-01-04,Si no soportas la presión no juegas! Fastidias la experiencia de los demás
18784,940,824,2022-01-16,¿Qué te parece si jugamos en modo historia?
18785,940,88,2022-01-13,¿Te gustaría unirte a nuestro clan?
18786,940,26,2022-01-12,¿Has visto la nueva arma?
18787,940,227,2022-01-28,¡Eso estuvo muy cerca!
18788,940,305,2022-01-10,¿Qué piensas de los gráficos del juego?
18789,940,937,2022-01-13,¡Esa fue una gran partida!
18790,940,385,2022-01-10,¡Eso fue épico!
18791,940,694,2022-01-13,¿Te gustaría unirte a nuestro clan?
18792,940,734,2022-01-13,¿Qué piensas de las últimas actualizaciones?
18793,940,37,2022-01-17,No me carga tu descripcion :(
18794,940,257,2022-01-12,¿Qué te parece si creamos una estrategia?
18795,940,21,2022-01-21,¿Te gustaría unirte a nuestro grupo de
18796,940,582,2022-01-19,No me puedo creer que tengas tan pocas horas
18797,940,248,2022-01-22,¿Cuál es tu mapa favorito?
18798,940,827,2022-01-16,Que perfil mas chulo
18799,940,440,2022-01-09,¡Esa fue una gran jugada!
18800,940,538,2022-01-17,Muy cringe tu foto de perfil
18801,941,338,2022-01-13,¿Qué piensas de los gráficos del juego?
18802,941,571,2022-01-07,¿Cómo te va en el juego?
18803,941,244,2022-01-19,Me intercambias cromos?
18804,941,582,2022-01-03,¿Cuál es tu arma favorita?
18805,941,479,2022-01-11,¿Cuál es tu personaje más odiado?
18806,941,969,2022-01-09,¿Qué te parece si jugamos en modo historia?
18807,941,938,2022-01-04,¿Quieres jugar de nuevo?
18808,941,727,2022-01-16,Echemonos algunas partidas al CSGO
18809,941,955,2022-01-15,Echemonos algunas partidas al CSGO
18810,941,281,2022-01-08,No te rindas tienes potencial
18811,941,750,2022-01-30,¡Vamos a hacer un equipo imbatible!
18812,941,553,2022-01-07,¿Qué piensas de las habilidades especiales?
18813,941,646,2022-01-27,¿Qué piensas de las últimas actualizaciones?
18814,941,588,2022-01-02,Hola, ¿cómo estás?
18815,941,375,2022-01-26,Me intercambias cromos?
18816,941,591,2022-01-20,Como es posible que tengas tantas horas O:
18817,941,582,2022-01-28,¡No puedo esperar para jugar de nuevo!
18818,941,161,2022-01-06,Que perfil mas chulo
18819,941,596,2022-01-10,¡Esa fue una gran jugada!
18820,941,883,2022-01-18,¿Qué te parece si creamos un torneo?
18821,942,518,2022-01-15,No me puedo creer que tengas tan pocas horas
18822,942,943,2022-01-19,¿Has visto la última actualización?
18823,942,898,2022-01-29,¿Has visto la última actualización?
18824,942,344,2022-01-09,¿Qué te parece si creamos una estrategia?
18825,942,127,2022-01-28,Gracias por el carreo
18826,942,47,2022-01-17,¿Cuál es tu arma favorita?
18827,942,107,2022-01-16,GG
18828,942,331,2022-01-27,¿Qué piensas de las últimas actualizaciones?
18829,942,449,2022-01-07,Gracias por el carreo
18830,942,311,2022-01-03,¡Eso fue épico!
18831,942,562,2022-01-23,Muy cringe tu foto de perfil
18832,942,497,2022-01-23,¿Cómo te va en el juego?
18833,942,257,2022-01-20,¿Qué te parece si creamos un torneo?
18834,942,204,2022-01-05,Que perfil mas chulo
18835,942,465,2022-01-10,No me carga tu descripcion :(
18836,942,719,2022-01-27,No me puedo creer que tengas tan pocas horas
18837,942,755,2022-01-10,Agregame para jugar juntos :)
18838,942,237,2022-01-29,¿Quieres jugar una partida?
18839,942,642,2022-01-14,¡Eso estuvo muy cerca!
18840,942,81,2022-01-02,¿Has probado el nuevo personaje?
18841,943,950,2022-01-04,¿Quieres jugar de nuevo?
18842,943,272,2022-01-05,¡No puedo esperar para jugar de nuevo!
18843,943,675,2022-01-16,¿Qué piensas de la música del juego?
18844,943,241,2022-01-13,¿Cómo te va en el juego?
18845,943,915,2022-01-14,¿Cómo has estado?
18846,943,703,2022-01-17,¿Qué te parece si nos agregamos como amigos?
18847,943,97,2022-01-30,Como es posible que tengas tantas horas O:
18848,943,79,2022-01-07,¡No puedo esperar para jugar de nuevo!
18849,943,724,2022-01-13,¿Has visto la nueva arma?
18850,943,366,2022-01-25,¿Cómo te va en el juego?
18851,943,699,2022-01-03,¿Cómo has estado?
18852,943,998,2022-01-15,Si no soportas la presión no juegas! Fastidias la experiencia de los demás
18853,943,143,2022-01-09,Agregame para jugar juntos :)
18854,943,359,2022-01-22,Gracias por el carreo
18855,943,803,2022-01-28,¿Qué piensas de las habilidades especiales?
18856,943,583,2022-01-18,Si no soportas la presión no juegas! Fastidias la experiencia de los demás
18857,943,668,2022-01-27,No me carga tu descripcion :(
18858,943,831,2022-01-20,¿Qué te parece si jugamos en modo historia?
18859,943,962,2022-01-22,¿Qué piensas de las últimas actualizaciones?
18860,943,903,2022-01-14,Echemonos algunas partidas al CSGO
18861,944,632,2022-01-19,¿Qué te parece si creamos una estrategia?
18862,944,786,2022-01-11,Muy cringe tu foto de perfil
18863,944,756,2022-01-16,¿Qué te parece si jugamos en modo historia?
18864,944,301,2022-01-18,Muy cringe tu foto de perfil
18865,944,746,2022-01-11,¡No puedo esperar para jugar de nuevo!
18866,944,872,2022-01-30,¡Esa fue una gran jugada!
18867,944,849,2022-01-29,Vete a recoger patatas
18868,944,761,2022-01-16,¿Te gustaría unirte a nuestro grupo de
18869,944,149,2022-01-20,Hola te acuerdas de mi? besis <oo>
18870,944,432,2022-01-26,¡Esa fue una gran partida!
18871,944,538,2022-01-01,¿Te gustaría unirte a nuestro grupo de
18872,944,480,2022-01-03,¿Cuál es tu arma favorita?
18873,944,177,2022-01-13,¿Cómo te va en el juego?
18874,944,254,2022-01-22,¿Te gustaría unirte a nuestro clan?
18875,944,704,2022-01-09,¡Eso fue impresionante!
18876,944,411,2022-01-30,+rep divertido jugar con el :D
18877,944,467,2022-01-18,¡Esa fue una gran partida!
18878,944,970,2022-01-05,No me carga tu descripcion :(
18879,944,198,2022-01-19,Agregame para jugar juntos :)
18880,944,342,2022-01-12,+rep divertido jugar con el :D
18881,945,916,2022-01-24,Muy cringe tu foto de perfil
18882,945,806,2022-01-24,¿Qué te parece si jugamos en equipo?
18883,945,523,2022-01-02,Camper tunneler -rep
18884,945,538,2022-01-24,¿Has probado el nuevo personaje?
18885,945,768,2022-01-11,¡Vamos a hacer un equipo imbatible!
18886,945,917,2022-01-22,¡No puedo creer que ganamos esa partida!
18887,945,259,2022-01-24,¿Quieres jugar una partida?
18888,945,821,2022-01-22,Camper tunneler -rep
18889,945,763,2022-01-05,¿Has visto la nueva arma?
18890,945,58,2022-01-07,¿Qué piensas de las últimas actualizaciones?
18891,945,89,2022-01-22,¿Has probado el nuevo personaje?
18892,945,387,2022-01-03,No me puedo creer que tengas tan pocas horas
18893,945,84,2022-01-25,Vete a recoger patatas
18894,945,835,2022-01-25,¿Qué piensas de las últimas actualizaciones?
18895,945,973,2022-01-07,¿Qué piensas de la música del juego?
18896,945,712,2022-01-23,¿Cuál es tu estrategia favorita?
18897,945,599,2022-01-17,¿Te gustaría jugar en equipo?
18898,945,28,2022-01-20,No jugueis con el le faltan manos
18899,945,268,2022-01-16,Agregame para jugar juntos :)
18900,945,584,2022-01-19,¿Qué te parece si jugamos en modo historia?
18901,946,382,2022-01-18,¿Cómo has estado?
18902,946,377,2022-01-03,Muy cringe tu foto de perfil
18903,946,891,2022-01-02,¡Esa fue una gran jugada!
18904,946,111,2022-01-29,No jugueis con el le faltan manos
18905,946,100,2022-01-12,¿Qué te parece si creamos una estrategia?
18906,946,235,2022-01-14,No jugueis con el le faltan manos
18907,946,392,2022-01-15,¿Qué te parece si creamos una estrategia?
18908,946,781,2022-01-14,Me intercambias cromos?
18909,946,878,2022-01-22,¡No puedo creer que ganamos esa partida!
18910,946,454,2022-01-12,¿Quieres jugar de nuevo?
18911,946,796,2022-01-18,¡No puedo esperar para jugar de nuevo!
18912,946,185,2022-01-18,¿Cuál es tu personaje favorito?
18913,946,984,2022-01-10,¿Cuál es tu personaje favorito?
18914,946,40,2022-01-09,¿Cuál es tu estrategia favorita?
18915,946,637,2022-01-12,¡Esa fue una gran partida!
18916,946,555,2022-01-30,¿Qué piensas de las habilidades especiales?
18917,946,658,2022-01-14,¿Cuál es tu personaje favorito?
18918,946,577,2022-01-20,No me puedo creer que tengas tan pocas horas
18919,946,353,2022-01-22,Hola, ¿cómo estás?
18920,946,635,2022-01-08,¿Cuál es tu personaje más odiado?
18921,947,47,2022-01-08,¡Vamos a hacer un equipo imbatible!
18922,947,961,2022-01-12,No te rindas tienes potencial
18923,947,314,2022-01-25,¿Qué te parece si nos agregamos como amigos?
18924,947,573,2022-01-15,No me puedo creer que tengas tan pocas horas
18925,947,564,2022-01-19,No me puedo creer que tengas tan pocas horas
18926,947,121,2022-01-23,¿Cuál es tu personaje favorito?
18927,947,106,2022-01-04,Vete a recoger patatas
18928,947,733,2022-01-26,¿Qué piensas de las últimas actualizaciones?
18929,947,335,2022-01-08,¿Te gustaría unirte a nuestro clan?
18930,947,558,2022-01-13,¿Te gustaría una revancha?
18931,947,839,2022-01-15,¿Qué te parece si creamos un torneo?
18932,947,388,2022-01-21,¿Qué piensas de la música del juego?
18933,947,595,2022-01-27,Hola te acuerdas de mi? besis <oo>
18934,947,326,2022-01-18,¿Has probado el nuevo personaje?
18935,947,7,2022-01-04,+rep divertido jugar con el :D
18936,947,963,2022-01-05,Gracias por el carreo
18937,947,893,2022-01-29,¿Qué te parece si jugamos en modo historia?
